datetime;date;login;platform;platform_name;publisher_name;rtype;mime;print_identifier;online_identifier;title_id;doi;publication_title;publication_date;unitid;domain;on_campus;log_id;ezpaarse_version;ezpaarse_date;middlewares_version;middlewares_date;platforms_version;platforms_date;middlewares;title;type;subject;geoip-country;geoip-latitude;geoip-longitude;host;identd;url;status;size
2023-05-07T06:11:55+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·1;nouveau.europresse.com;N;d035da8fc72666b6a6d87eb0a290452a856bbfb5;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B71;200;1243
2023-05-07T06:12:50+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·2;nouveau.europresse.com;N;e856cc21a3e7b2dbd25c2bcc64d92fc5aad8b36b;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B72;200;1243
2023-05-07T06:13:40+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·3;nouveau.europresse.com;N;b232ec3ea2b5e6ef5ba4e2573c431ddfbbe60e1e;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B73;200;1243
2023-05-07T06:13:49+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·4;nouveau.europresse.com;N;60980c5d0018ef8d66d2a304550de12cc46f278e;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B74;200;1243
2023-05-07T06:13:59+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·5;nouveau.europresse.com;N;b96a1701279a19dc8c0348b42960132fdc8608da;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B75;200;1243
2023-05-07T06:14:11+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·6;nouveau.europresse.com;N;99593b286b373d3225d0fe07be98958008978d79;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B76;200;1243
2023-05-07T06:15:49+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·7;nouveau.europresse.com;N;a04e298bdc5b07f1f272796496bc27446e175ea9;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B77;200;1243
2023-05-07T06:15:59+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·8;nouveau.europresse.com;N;bf9cba1c6078743c9d219235318b4b459245513a;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B78;200;1243
2023-05-07T06:16:10+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·9;nouveau.europresse.com;N;3be3327400456b966753a814a29699a4cbe04b4a;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B79;200;1243
2023-05-07T06:16:34+02:00;2023-05-07;3678ee8767c64fb74a0df9394ca94b16a3956c4c;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230507·NIC_P·10;nouveau.europresse.com;N;7b6cd66dd97cf8a3432ffd48d427e482eaf76c97;3.8.0;2022-10-24;bab026b;2023-03-30;3f68da53;2023-05-10;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;d6a3aa7f4556f48acf34db0880bd199e994e4c44;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230507%C2%B7NIC_P%C2%B710;200;1243
