datetime;date;login;platform;platform_name;publisher_name;rtype;mime;print_identifier;online_identifier;title_id;doi;publication_title;publication_date;unitid;domain;on_campus;log_id;ezpaarse_version;ezpaarse_date;middlewares_version;middlewares_date;platforms_version;platforms_date;middlewares;title;type;subject;geoip-country;geoip-latitude;geoip-longitude;host;identd;url;status;size
2023-08-11T07:55:45+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·1;nouveau.europresse.com;N;6d7aa0efb1c36c890e2b1b273d6a74ec2cacec2c;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B71;200;1241
2023-08-11T07:57:42+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·2;nouveau.europresse.com;N;4adae0d3d6a7932d57b06ab06e89cb4e3a4e12e2;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B72;200;1243
2023-08-11T08:09:49+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·3;nouveau.europresse.com;N;4ec9a888a9b802916a4ca4021ad18a39c7c72a74;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B73;200;1243
2023-08-11T08:10:28+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·4;nouveau.europresse.com;N;1db29a8611b88cfe749d761a77fb4b24fa02c523;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B74;200;1243
2023-08-11T08:12:52+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·5;nouveau.europresse.com;N;29afb9c1f89bc12050209a590ceda8a97703c1c6;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B75;200;1243
2023-08-11T08:13:24+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·6;nouveau.europresse.com;N;f100c248689eb9a7122a3a4eaa5aacd4c10f7e04;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B76;200;1243
2023-08-11T08:15:30+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·7;nouveau.europresse.com;N;4953485dc2e6ebb218e3c1115f447785fff834cc;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B77;200;1242
2023-08-11T08:16:13+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·8;nouveau.europresse.com;N;1a2db566bd2325c8ea3814b99b7a2f161c5dec90;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B78;200;1243
2023-08-11T08:16:33+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·9;nouveau.europresse.com;N;280b86fa36b8fde8b7a0ed36692c41d5a15a1005;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B79;200;1243
2023-08-11T08:17:09+02:00;2023-08-11;377c5f4b2f8b6bc7693ac11db3d88c65fa0c76a2;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20230811·NIC_P·10;nouveau.europresse.com;N;b6c3e520309ebd4b85aec265a5eb8a90679a0811;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;505991195afd3c765103dfa1719432491af63e80;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720230811%C2%B7NIC_P%C2%B710;200;1243
