2023/04/28:01:47:08	90.85.171.193	sAxrVJ9JM5mhRWV	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:01:54:49	90.8.102.140	CoX8MuODk010VYU	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:02:09:26	109.208.179.253	jx0Al9JSt00EqTn	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:02:09:35	193.48.66.11	uCM5jR42pts6nrx	proxy	studia.universita.corsica	https://studia.universita.corsica/article.php?id_menu=7&id_rub=141&id_cat=0&id_art=443&id_site=1
2023/04/28:02:25:17	80.215.201.170	p9z94VUIbnW7cGc	proxy	www.dalloz-bibliotheque.fr	https://www.dalloz-bibliotheque.fr
2023/04/28:02:41:16	90.8.102.140	CoX8MuODk010VYU	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:02:44:38	92.184.100.122	k4fmbCZ8wKCFUzy	proxy	www.cairn.info	https://www.cairn.info/la-justice-en-france--9782130560630-page-96.htm
2023/04/28:02:45:08	92.150.106.12	7NwrEOEqDQiRt3T	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:02:46:13	37.171.204.64	wKqf9VVRdf8PMh9	proxy	www.dalloz-bibliotheque.fr	https://www.dalloz-bibliotheque.fr
2023/04/28:02:46:15	37.171.204.64	wKqf9VVRdf8PMh9	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:02:53:06	193.48.138.96	Ogvd7o9l7lnUPBu	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:02:53:07	86.216.142.13	ZQ4tTWOq9OYzaUT	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:03:04:09	86.204.71.169	BbIWIAFSTz7mpSn	proxy	www.labase-lextenso.fr	https://www.labase-lextenso.fr
2023/04/28:03:10:03	86.204.71.169	BbIWIAFSTz7mpSn	proxy	www.labase-lextenso.fr	https://www.labase-lextenso.fr
2023/04/28:03:10:27	86.204.71.169	BbIWIAFSTz7mpSn	proxy	www.cairn.info	https://www.cairn.info/listerev.php
2023/04/28:03:12:42	193.48.138.96	Ogvd7o9l7lnUPBu	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:03:16:12	90.85.126.73	v3ClHgb4qM7wyQG	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:03:26:55	37.166.58.0	tImiknqoru7Ic1z	proxy	www.dalloz-bibliotheque.fr	https://www.dalloz-bibliotheque.fr/
2023/04/28:03:27:48	81.185.162.187	XdXEQj16WlAoJlO	proxy	www.sciencedirect.com	https://www.sciencedirect.com/science/article/pii/S0926669009002295
2023/04/28:03:36:39	92.184.98.93	gBGJMYUjFKiAvEe	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:03:47:51	178.18.62.254	fMKli2Q3wrRT5aR	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:03:55:40	92.150.116.77	YcdnjQRH1Z53THB	proxy	abonnes.efl.fr	https://abonnes.efl.fr
2023/04/28:03:56:50	80.215.201.170	p9z94VUIbnW7cGc	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:03:56:53	46.35.12.214	92GRUn1o6VEddrP	proxy	nouveau.europresse.com	https://nouveau.europresse.com/access/ip/default.aspx?un=CORTET_1
2023/04/28:03:57:10	80.14.211.180	6icyFpAiiNVQZ2R	proxy	www.sciencedirect.com	https://www.sciencedirect.com/science/article/pii/S0165783616300704?casa_token=1Y_O756jOCIAAAAA:1acSPmY0KCe0om-yE1my0qNk3Zb5WH8FXpUg6czS7bhY26sJq-LE1lImJiJO9rMXjeB_t2ZEdQ
2023/04/28:03:59:11	90.73.154.175	ha0H6qkaME7WQFF	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:04:00:04	62.106.138.140	tSjGbEqU1OOYBKw	proxy	www.dalloz.fr	https://www.dalloz.fr/
2023/04/28:04:00:37	90.91.51.114	Ob8xrsgpG61WqtP	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:04:00:59	90.91.51.114	Ob8xrsgpG61WqtP	proxy	www.dalloz-bibliotheque.fr	https://www.dalloz-bibliotheque.fr
2023/04/28:04:01:21	90.73.154.175	ha0H6qkaME7WQFF	proxy	www.dalloz-bibliotheque.fr	https://www.dalloz-bibliotheque.fr
2023/04/28:04:08:22	193.48.66.10	8bhryWVdkcsISTl	proxy	www.labase-lextenso.fr	https://www.labase-lextenso.fr
2023/04/28:04:11:07	62.106.138.140	tSjGbEqU1OOYBKw	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:04:17:49	192.214.212.75	IOpAyGmLcKyXB3W	proxy	portailweb.universita.corsica	https://portailweb.universita.corsica/stockage_public/portail/baaaatfb/images/Bibliotheque/buext.jpg
2023/04/28:04:19:02	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	https://www.dalloz.fr
2023/04/28:04:19:06	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:06	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:07	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:07	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:07	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:07	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:09	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:09	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:10	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:10	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:10	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:10	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:11	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:11	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:13	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:13	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:13	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:13	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:13	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:14	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:14	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:14	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:14	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:14	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
2023/04/28:04:19:17	192.214.212.75	IOpAyGmLcKyXB3W	proxy	www.dalloz.fr	http://www.dalloz.fr/Ga/Login?fromhulk=%2f
